flight_id,airline,origin,destination,departure_hour,distance_km,nb_passengers,weather_score,runway_congestion,aircraft_age_years,delay_minutes,severe_delay
FL03762,AirFrance,CDG,FCO,17,3268.4,247,4.0,0.903,17,51.7,1
FL03763,AirFrance,AMS,FRA,5,1851.1,92,5.6,0.784,15,36.2,1
FL03764,Lufthansa,CDG,MAD,22,748.1,264,8.6,0.117,11,28.6,0
FL03765,Lufthansa,FRA,AMS,2,594.0,304,5.3,0.775,1,22.6,0
FL03766,British,FCO,CDG,16,2332.3,124,4.2,0.289,5,-2.5,0
FL03767,AirFrance,FCO,CDG,15,1126.5,101,7.6,0.331,19,-27.9,0
FL03768,Lufthansa,LHR,AMS,13,2540.5,154,4.4,0.917,9,-3.9,0
FL03769,EasyJet,LHR,FCO,14,2979.6,183,,0.674,6,30.1,1
FL03770,EasyJet,CDG,MAD,13,935.8,103,2.3,0.848,7,17.6,0
FL03771,EasyJet,LHR,FCO,9,2270.1,150,5.8,0.567,14,-5.8,0
FL03772,Lufthansa,MAD,FRA,6,3397.3,259,2.8,0.901,11,58.2,1
FL03773,British,FRA,MAD,13,2066.2,140,7.8,0.992,10,11.6,0
FL03774,AirFrance,AMS,MAD,19,2061.9,325,8.0,0.674,2,32.3,1
FL03775,Lufthansa,LHR,CDG,8,798.1,187,3.0,0.631,8,65.8,1
FL03776,AirFrance,LHR,MAD,0,2253.9,158,3.3,,10,49.7,1
FL03777,Lufthansa,AMS,MAD,12,1672.0,235,8.3,0.389,24,21.6,0
FL03778,British,AMS,MAD,13,948.1,337,,0.996,7,43.4,1
FL03779,British,CDG,FCO,16,3423.5,155,8.9,,15,43.7,1
FL03780,British,AMS,LHR,9,1785.3,105,5.2,0.692,13,16.3,0
FL03781,Lufthansa,CDG,LHR,18,1922.4,291,4.6,0.985,6,-1.2,0
FL03782,EasyJet,AMS,FCO,12,336.1,273,9.1,0.504,17,8.8,0
FL03783,AirFrance,LHR,AMS,18,450.2,163,5.9,0.323,1,-18.2,0
FL03784,EasyJet,AMS,LHR,5,2320.1,131,6.5,0.605,1,30.3,1
FL03785,Lufthansa,CDG,LHR,17,499.3,188,7.5,0.914,12,49.5,1
FL03786,British,MAD,FCO,18,442.5,219,5.8,0.416,11,7.2,0
FL03787,British,MAD,AMS,23,2330.1,278,,0.07,17,0.0,0
FL03788,EasyJet,FCO,MAD,9,479.6,323,3.7,0.531,24,5.8,0
FL03789,British,CDG,FRA,14,1976.9,251,8.6,0.127,24,31.8,1
FL03790,EasyJet,CDG,MAD,2,1367.6,243,9.6,0.632,15,-11.3,0
FL03791,Lufthansa,FCO,CDG,9,2919.4,141,7.0,0.138,16,-6.7,0
FL03792,Ryanair,LHR,FRA,3,1889.7,161,7.5,,21,3.8,0
FL03793,British,MAD,AMS,13,731.6,350,1.1,0.521,23,46.5,1
FL03794,AirFrance,CDG,MAD,14,1736.9,288,2.3,0.698,17,20.3,0
FL03795,Ryanair,MAD,FRA,20,700.7,255,3.7,0.562,14,22.4,0
FL03796,Lufthansa,AMS,FCO,1,3480.7,162,7.5,0.271,14,19.0,0
FL03797,AirFrance,CDG,MAD,8,633.5,344,7.5,0.557,22,2.9,0
FL03798,Lufthansa,AMS,LHR,6,2969.8,348,2.4,0.253,21,25.9,0
FL03799,British,FCO,MAD,5,2101.6,300,1.5,0.373,9,24.9,0
FL03800,Ryanair,LHR,AMS,20,3263.4,236,6.2,0.481,21,8.7,0
FL03801,Ryanair,CDG,AMS,1,467.3,119,4.9,0.855,21,45.6,1
FL03802,EasyJet,CDG,MAD,19,2806.2,122,,0.43,12,-9.3,0
FL03803,British,FRA,MAD,10,3316.9,207,,0.885,9,33.0,1
FL03804,EasyJet,FCO,FRA,20,2510.8,82,3.8,0.131,22,19.5,0
FL03805,British,AMS,FCO,14,2496.9,181,,0.198,4,-11.4,0
FL03806,EasyJet,AMS,CDG,1,2698.3,110,7.1,0.908,4,38.2,1
FL03807,EasyJet,CDG,FRA,21,3221.1,80,4.2,0.407,6,26.6,0
FL03808,EasyJet,FRA,LHR,9,2962.6,236,4.7,0.431,22,32.2,1
FL03809,Ryanair,CDG,MAD,6,1210.2,331,3.4,0.411,6,-3.8,0
FL03810,Ryanair,LHR,FCO,17,2607.8,255,6.8,0.923,19,38.0,1
FL03811,Lufthansa,CDG,MAD,23,523.2,256,2.5,0.529,6,30.6,1
FL03812,AirFrance,MAD,FRA,23,1039.2,206,10.0,0.495,23,2.0,0
FL03813,Ryanair,FRA,MAD,7,1029.3,154,3.8,0.525,16,30.8,1
FL03814,AirFrance,FRA,AMS,14,714.3,281,9.2,0.787,24,-13.0,0
FL03815,British,LHR,MAD,3,2101.3,85,6.7,0.87,1,56.9,1
FL03816,British,FRA,MAD,5,2263.5,164,3.2,0.26,4,36.5,1
FL03817,Lufthansa,AMS,LHR,13,1437.6,258,5.2,0.968,25,37.8,1
FL03818,AirFrance,CDG,MAD,20,1463.9,125,8.6,0.261,9,37.2,1
FL03819,Ryanair,MAD,FRA,3,2382.1,194,9.3,0.717,15,19.3,0
FL03820,AirFrance,MAD,LHR,2,3308.0,202,6.5,0.323,15,-18.0,0
FL03821,British,FCO,FRA,10,2282.0,321,7.2,0.156,6,20.3,0
FL03822,AirFrance,LHR,AMS,9,2339.6,128,5.6,0.263,16,15.1,0
FL03823,British,AMS,FCO,6,2755.1,313,,,1,-22.7,0
FL03824,AirFrance,FCO,MAD,4,1531.5,191,4.6,0.714,25,37.0,1
FL03825,Lufthansa,LHR,AMS,10,1749.6,81,5.5,0.255,16,39.1,1
FL03826,Lufthansa,MAD,FCO,16,1896.0,248,9.7,0.589,14,17.5,0
FL03827,Lufthansa,MAD,FCO,3,2894.4,233,3.4,0.806,18,12.3,0
FL03828,Ryanair,MAD,FCO,4,1987.4,284,7.7,,14,-47.8,0
FL03829,Ryanair,CDG,MAD,19,2615.2,240,9.4,0.801,24,102.8,1
FL03830,Ryanair,FCO,FRA,23,1016.4,184,6.8,0.774,3,27.6,0
FL03831,Lufthansa,FCO,FRA,15,1354.3,276,6.5,0.095,15,-15.6,0
FL03832,Lufthansa,CDG,LHR,0,2814.9,167,4.8,0.771,12,49.2,1
FL03833,British,FCO,MAD,1,2759.0,259,2.1,0.513,21,64.2,1
FL03834,EasyJet,LHR,CDG,19,2540.6,249,9.0,0.383,20,31.9,1
FL03835,Lufthansa,LHR,FCO,14,2327.8,165,9.3,0.676,13,12.4,0
FL03836,British,FCO,AMS,15,1315.2,125,8.9,0.26,7,-5.5,0
FL03837,British,MAD,LHR,21,384.1,246,2.7,0.861,10,44.8,1
FL03838,AirFrance,AMS,FCO,12,2411.2,241,6.2,0.763,13,59.2,1
FL03839,Lufthansa,FCO,FRA,21,948.0,222,,0.932,5,27.9,0
FL03840,AirFrance,FRA,AMS,7,2430.4,291,1.0,0.32,4,13.0,0
FL03841,British,LHR,MAD,2,2368.2,140,9.4,0.531,15,13.3,0
FL03842,Ryanair,AMS,CDG,8,1189.0,271,9.6,0.408,13,28.6,0
FL03843,EasyJet,FCO,MAD,0,3399.6,250,,0.272,1,10.1,0
FL03844,Lufthansa,MAD,FRA,10,1751.5,235,4.8,0.77,13,23.9,0
FL03845,Ryanair,FCO,MAD,6,2620.4,324,3.7,0.338,14,0.8,0
FL03846,Lufthansa,LHR,FRA,1,2258.3,232,4.8,0.117,23,5.7,0
FL03847,EasyJet,FCO,CDG,13,2981.1,272,4.0,0.897,8,47.8,1
FL03848,Ryanair,LHR,MAD,5,2038.2,80,7.4,0.891,14,-7.9,0
FL03849,Lufthansa,AMS,LHR,1,3290.6,273,8.8,0.859,2,13.4,0
FL03850,British,CDG,FRA,13,3011.6,315,,0.269,4,15.3,0
FL03851,EasyJet,FCO,AMS,20,3035.6,320,4.9,0.594,10,4.5,0
FL03852,British,MAD,CDG,17,1775.8,295,8.8,0.863,17,38.3,1
FL03853,Lufthansa,CDG,FCO,21,2703.1,344,5.2,0.539,17,34.8,1
FL03854,EasyJet,FRA,FCO,12,3455.9,280,4.9,0.987,17,60.6,1
FL03855,Lufthansa,FCO,LHR,0,3092.7,98,5.0,0.257,11,-9.7,0
FL03856,AirFrance,LHR,FRA,12,1747.4,157,1.8,0.382,25,17.4,0
FL03857,British,CDG,MAD,0,2014.2,173,7.8,0.938,21,46.4,1
FL03858,AirFrance,FCO,LHR,14,555.1,246,,0.64,22,-29.1,0
FL03859,Lufthansa,FCO,CDG,11,3200.2,289,5.2,0.796,4,59.7,1
FL03860,AirFrance,FRA,CDG,16,2626.8,203,6.2,,9,-21.8,0
FL03861,EasyJet,AMS,CDG,9,1683.1,236,3.4,0.682,18,40.4,1
FL03862,Lufthansa,AMS,FRA,4,1882.4,127,7.3,0.622,22,14.5,0
FL03863,Lufthansa,MAD,FCO,19,473.9,336,4.8,0.64,17,77.2,1
FL03864,Ryanair,FRA,CDG,13,3168.7,298,4.5,0.759,22,58.1,1
FL03865,Lufthansa,AMS,FRA,5,3405.1,289,5.2,0.03,24,-58.9,0
FL03866,British,LHR,MAD,21,337.3,325,7.2,0.322,16,1.8,0
FL03867,Lufthansa,FRA,CDG,1,1037.5,181,1.6,0.865,3,13.5,0
FL03868,British,MAD,LHR,4,2496.0,235,5.2,0.96,20,35.8,1
FL03869,Ryanair,AMS,FRA,16,3283.1,172,1.7,0.083,5,64.2,1
FL03870,Lufthansa,LHR,MAD,19,2972.2,154,7.8,0.473,18,-14.9,0
FL03871,Ryanair,AMS,FRA,21,829.4,339,6.6,0.741,9,36.4,1
FL03872,British,LHR,CDG,7,1972.3,82,3.8,0.477,20,59.1,1
FL03873,Ryanair,CDG,MAD,3,974.3,265,8.3,0.906,7,25.9,0
FL03874,Lufthansa,AMS,MAD,7,675.7,243,8.3,0.981,8,35.8,1
FL03875,Lufthansa,FRA,LHR,8,2535.7,129,6.1,0.483,19,36.7,1
FL03876,EasyJet,LHR,FCO,0,1870.7,194,1.1,0.857,11,30.4,1
FL03877,Ryanair,FCO,AMS,1,3496.9,236,2.5,0.042,22,5.7,0
FL03878,Lufthansa,FRA,MAD,16,1710.2,172,8.8,0.023,14,2.3,0
FL03879,Lufthansa,FCO,FRA,16,3345.6,191,5.7,0.538,22,19.1,0
FL03880,Lufthansa,FCO,CDG,13,3479.6,271,1.6,0.85,21,55.5,1
FL03881,EasyJet,FCO,CDG,6,2973.7,128,8.9,0.444,11,12.2,0
FL03882,British,AMS,MAD,6,2655.6,125,5.0,0.537,1,-38.7,0
FL03883,British,CDG,MAD,7,1918.8,118,7.3,0.777,22,51.9,1
FL03884,Ryanair,MAD,FRA,6,2730.3,329,4.5,0.332,6,-3.2,0
FL03885,Ryanair,MAD,LHR,5,790.2,185,7.9,0.677,5,-17.4,0
FL03886,EasyJet,CDG,FRA,16,482.0,118,8.9,0.916,14,5.0,0
FL03887,British,AMS,LHR,19,2216.2,254,9.6,0.529,17,13.6,0
FL03888,AirFrance,MAD,LHR,18,1952.1,273,,0.485,12,-14.0,0
FL03889,EasyJet,CDG,LHR,7,1648.8,177,4.2,0.651,21,21.9,0
FL03890,Ryanair,FCO,CDG,21,2160.1,233,2.9,0.529,20,-20.2,0
FL03891,British,FCO,CDG,21,3391.9,343,5.7,0.031,3,54.6,1
FL03892,EasyJet,CDG,MAD,19,2682.6,184,1.2,0.414,1,69.0,1
FL03893,British,FCO,FRA,17,2419.5,226,7.9,0.833,5,43.8,1
FL03894,Lufthansa,MAD,AMS,15,3031.8,188,8.0,0.943,23,-22.1,0
FL03895,British,CDG,FCO,1,2863.3,199,3.7,0.771,16,18.8,0
FL03896,EasyJet,AMS,FRA,5,675.2,142,9.6,,17,-2.3,0
FL03897,EasyJet,FRA,AMS,5,2214.8,196,2.4,0.619,15,28.9,0
FL03898,AirFrance,LHR,FRA,3,725.4,330,5.0,0.308,23,12.8,0
FL03899,Lufthansa,LHR,AMS,10,1982.8,127,5.8,0.167,14,19.7,0
FL03900,AirFrance,MAD,FRA,4,3069.6,165,1.8,0.103,19,78.4,1
FL03901,Ryanair,LHR,CDG,1,359.5,115,6.9,0.324,8,-13.4,0
FL03902,Lufthansa,LHR,FCO,20,357.6,190,9.6,0.851,21,46.5,1
FL03903,British,CDG,FCO,9,315.6,221,4.5,0.236,13,37.3,1
FL03904,Lufthansa,MAD,LHR,1,2324.9,224,7.3,0.551,14,16.3,0
FL03905,Lufthansa,FCO,FRA,7,1071.1,185,2.0,0.187,5,35.7,1
FL03906,Ryanair,AMS,FRA,12,3302.8,328,8.9,0.075,24,23.4,0
FL03907,Ryanair,CDG,FRA,7,2404.1,95,5.0,,19,48.8,1
FL03908,Lufthansa,FRA,CDG,15,1290.1,183,6.7,0.337,8,-30.3,0
FL03909,British,CDG,FRA,12,1020.9,344,4.3,0.221,4,-33.3,0
FL03910,AirFrance,FCO,CDG,0,2845.3,232,2.3,0.361,3,3.3,0
FL03911,Ryanair,MAD,FCO,7,2374.8,217,1.0,0.018,19,43.7,1
FL03912,Ryanair,FRA,FCO,22,2461.7,228,7.7,0.059,17,50.4,1
FL03913,AirFrance,FCO,AMS,0,749.4,166,,0.348,20,-47.3,0
FL03914,AirFrance,MAD,CDG,19,658.7,329,1.3,0.12,24,31.9,1
FL03915,British,LHR,AMS,14,1814.1,261,3.5,0.391,6,10.3,0
FL03916,British,FCO,FRA,6,2646.8,300,5.8,0.636,25,-21.8,0
FL03917,EasyJet,LHR,CDG,4,3142.4,211,9.5,0.08,1,21.6,0
FL03918,Ryanair,LHR,MAD,15,1505.1,231,3.6,0.964,24,28.3,0
FL03919,EasyJet,CDG,FCO,14,3300.5,252,8.8,0.368,1,71.4,1
FL03920,AirFrance,LHR,FCO,0,3436.2,259,2.8,0.911,9,28.1,0
FL03921,Lufthansa,MAD,LHR,18,1113.5,291,1.3,0.025,17,58.1,1
FL03922,AirFrance,FCO,AMS,3,1145.2,300,5.0,0.198,1,2.9,0
FL03923,EasyJet,FRA,CDG,15,489.6,299,,0.17,11,24.1,0
FL03924,AirFrance,LHR,MAD,23,598.6,295,2.7,,19,20.8,0
FL03925,Ryanair,FRA,CDG,15,1483.9,96,3.2,0.614,12,37.6,1
FL03926,Lufthansa,AMS,CDG,14,901.4,184,8.6,0.618,4,-9.6,0
FL03927,AirFrance,AMS,LHR,18,1654.5,261,2.0,0.781,13,50.6,1
FL03928,EasyJet,MAD,AMS,8,1783.3,262,4.0,,9,39.7,1
FL03929,Ryanair,CDG,LHR,20,3074.2,236,9.9,0.58,5,-17.0,0
FL03930,British,AMS,LHR,16,1682.2,84,4.1,0.833,9,65.7,1
FL03931,Lufthansa,AMS,LHR,10,2487.1,152,,0.925,24,0.2,0
FL03932,British,CDG,FCO,3,3055.5,350,,0.53,7,3.4,0
FL03933,British,CDG,MAD,6,348.4,301,9.0,0.541,2,17.7,0
FL03934,Ryanair,CDG,LHR,23,1678.5,323,4.6,0.689,3,68.2,1
FL03935,British,FCO,CDG,23,355.6,86,8.9,0.035,12,30.6,1
FL03936,Ryanair,FRA,MAD,0,3018.9,139,3.2,0.434,7,32.2,1
FL03937,British,FCO,FRA,7,672.6,242,4.4,0.608,20,50.1,1
FL03938,British,MAD,LHR,23,1608.6,164,3.0,0.948,16,27.1,0
FL03939,AirFrance,LHR,FCO,2,2127.1,100,4.6,0.806,4,42.4,1
FL03940,Lufthansa,FRA,LHR,0,3156.9,283,8.7,0.577,17,1.0,0
FL03941,EasyJet,MAD,FCO,2,2351.0,300,,0.721,3,0.5,0
FL03942,AirFrance,LHR,MAD,5,3070.2,299,5.0,0.215,8,-4.1,0
FL03943,British,CDG,LHR,6,3404.0,349,2.7,0.344,22,17.5,0
FL03944,EasyJet,FCO,AMS,4,1625.0,113,10.0,0.925,6,26.5,0
FL03945,AirFrance,MAD,LHR,8,1776.0,326,7.8,0.312,9,30.0,0
FL03946,Ryanair,MAD,FRA,14,3188.7,179,1.9,0.534,19,15.3,0
FL03947,Lufthansa,MAD,AMS,7,1814.9,89,,0.523,20,16.3,0
FL03948,AirFrance,CDG,MAD,17,2437.3,322,10.0,0.374,14,51.3,1
FL03949,AirFrance,AMS,FCO,1,3148.1,215,5.6,0.751,22,39.0,1
FL03950,EasyJet,FCO,LHR,17,1985.9,167,5.2,0.378,18,34.9,1
FL03951,EasyJet,LHR,AMS,6,550.2,179,5.6,0.911,25,48.7,1
FL03952,British,FCO,CDG,9,1386.0,197,,0.525,24,43.4,1
FL03953,Lufthansa,FRA,FCO,3,2394.5,285,4.7,0.725,7,-37.6,0
FL03954,British,CDG,FRA,7,3262.7,323,9.0,0.487,23,-5.2,0
FL03955,British,CDG,FCO,2,1464.1,186,2.7,0.535,2,39.8,1
FL03956,EasyJet,MAD,CDG,13,464.3,202,3.8,0.474,17,25.6,0
FL03957,EasyJet,MAD,CDG,4,1934.9,238,1.1,0.913,22,44.8,1
FL03958,AirFrance,FRA,CDG,7,2180.5,293,1.7,0.669,15,69.8,1
FL03959,British,FCO,LHR,19,2374.0,248,6.1,0.996,25,21.4,0
FL03960,Lufthansa,MAD,FCO,3,1176.5,258,3.9,0.422,17,25.0,0
FL03961,Lufthansa,LHR,FRA,1,1703.7,233,4.7,0.085,14,21.5,0
FL03962,Lufthansa,LHR,CDG,22,1544.2,95,6.2,0.037,3,-25.5,0
FL03963,Ryanair,FCO,CDG,4,2096.4,80,4.9,0.887,6,61.2,1
FL03964,EasyJet,LHR,MAD,17,1728.6,337,2.7,0.545,18,47.4,1
FL03965,EasyJet,FCO,CDG,15,3265.3,146,5.1,0.703,25,44.3,1
FL03966,Ryanair,FCO,CDG,22,1068.6,105,8.0,0.698,19,62.3,1
FL03967,British,FRA,LHR,13,1594.9,204,5.3,0.372,25,52.6,1
FL03968,Ryanair,FRA,LHR,10,1841.9,326,9.0,0.138,20,40.4,1
FL03969,Ryanair,FRA,FCO,7,1624.8,342,2.7,0.541,19,58.4,1
FL03970,British,MAD,CDG,9,717.7,216,2.6,0.39,21,20.8,0
FL03971,AirFrance,LHR,CDG,15,2898.4,168,8.1,0.547,3,46.0,1
FL03972,AirFrance,LHR,AMS,23,1615.3,162,1.0,0.508,24,8.1,0
FL03973,AirFrance,FRA,LHR,15,1117.5,160,9.0,0.01,24,-5.5,0
FL03974,AirFrance,CDG,FCO,13,2785.4,132,6.3,0.003,16,25.5,0
FL03975,British,LHR,FCO,6,2470.9,200,3.7,0.471,12,16.5,0
FL03976,AirFrance,CDG,AMS,11,1734.6,266,3.7,0.635,18,21.7,0
FL03977,AirFrance,CDG,AMS,21,2694.3,81,4.5,0.337,11,-20.2,0
FL03978,Ryanair,CDG,LHR,18,1595.1,94,9.4,0.408,22,29.0,0
FL03979,AirFrance,FCO,FRA,6,3447.0,305,1.2,0.293,23,6.1,0
FL03980,British,CDG,FCO,2,1238.7,197,9.1,0.867,15,49.0,1
FL03981,Ryanair,MAD,FRA,11,1141.1,88,2.7,0.181,1,22.2,0
FL03982,British,AMS,LHR,20,1292.9,302,4.4,,23,23.1,0
FL03983,AirFrance,AMS,MAD,10,1956.1,98,3.6,,14,88.5,1
FL03984,British,MAD,FRA,10,637.0,279,6.1,0.45,2,3.0,0
FL03985,Lufthansa,LHR,FCO,6,3113.4,229,9.5,0.163,7,2.5,0
FL03986,Ryanair,FRA,AMS,19,2254.7,95,5.3,0.387,25,73.1,1
FL03987,British,MAD,LHR,7,483.7,187,4.1,0.975,15,23.4,0
FL03988,Ryanair,CDG,LHR,9,616.9,284,5.3,0.487,12,-19.2,0
FL03989,British,FCO,LHR,23,711.6,147,6.4,0.468,19,-9.1,0
FL03990,EasyJet,AMS,CDG,4,396.3,236,7.0,0.538,20,20.2,0
FL03991,Ryanair,FRA,LHR,17,3262.4,350,8.6,0.571,4,27.2,0
FL03992,EasyJet,FRA,FCO,16,1664.6,339,6.2,0.008,25,34.7,1
FL03993,EasyJet,AMS,MAD,7,2107.5,120,3.7,0.239,19,79.0,1
FL03994,British,FRA,FCO,1,2498.4,229,3.5,0.453,12,39.5,1
FL03995,Ryanair,FRA,MAD,23,781.8,290,6.4,0.827,6,10.8,0
FL03996,AirFrance,MAD,FRA,2,3090.7,205,9.4,0.007,15,3.8,0
FL03997,British,LHR,FCO,0,1030.8,291,6.4,0.676,1,-23.5,0
FL03998,British,MAD,AMS,14,301.4,320,2.0,0.672,7,16.8,0
FL03999,British,FCO,LHR,10,1559.8,311,9.4,0.478,25,-2.6,0
FL04000,EasyJet,LHR,CDG,15,2788.7,114,2.6,0.44,25,65.4,1
FL04001,British,MAD,CDG,12,3186.5,195,4.5,0.119,1,22.8,0
FL04002,EasyJet,LHR,MAD,21,2921.6,344,1.2,0.397,9,24.8,0
FL04003,British,MAD,AMS,0,2788.7,195,3.4,0.248,9,65.4,1
FL04004,Ryanair,CDG,FRA,3,2388.8,274,9.1,0.848,23,22.3,0
FL04005,Lufthansa,AMS,FCO,7,3169.5,339,1.1,,22,0.6,0
FL04006,Ryanair,LHR,AMS,10,382.8,261,4.8,0.039,3,-9.7,0
FL04007,British,LHR,FRA,6,586.3,241,3.7,0.892,4,77.0,1
FL04008,Ryanair,AMS,FRA,22,2864.9,316,4.8,0.652,6,-0.6,0
FL04009,EasyJet,MAD,FCO,23,3020.1,203,8.5,0.841,10,29.1,0
FL04010,British,FRA,MAD,10,1732.8,273,8.8,0.945,19,22.2,0
FL04011,Ryanair,CDG,AMS,9,509.1,189,3.8,0.938,16,78.3,1
FL04012,EasyJet,FRA,LHR,6,1118.0,299,9.0,0.429,3,-14.1,0
FL04013,Lufthansa,FCO,CDG,7,2734.7,223,4.7,0.436,10,15.5,0
FL04014,British,AMS,FCO,5,2557.2,341,2.0,0.21,11,21.1,0
FL04015,Lufthansa,FRA,MAD,5,1397.1,300,9.9,0.423,24,-7.7,0
FL04016,British,CDG,FRA,16,1207.9,312,8.6,0.765,25,1.7,0
FL04017,AirFrance,MAD,FRA,19,582.3,242,,0.536,5,16.1,0
FL04018,Ryanair,FCO,FRA,8,1636.5,259,1.5,0.662,21,37.9,1
FL04019,EasyJet,CDG,LHR,19,3329.7,258,5.1,0.156,8,24.6,0
FL04020,Ryanair,AMS,FRA,12,1290.0,208,8.5,0.016,11,-2.6,0
FL04021,Ryanair,FCO,CDG,1,2170.3,164,7.6,0.575,2,45.8,1
FL04022,Lufthansa,CDG,MAD,21,904.6,93,3.2,0.731,21,36.2,1
FL04023,Lufthansa,LHR,FCO,5,3115.8,152,,0.364,23,-5.5,0
FL04024,EasyJet,LHR,FCO,9,2242.4,270,4.1,0.546,8,27.0,0
FL04025,Lufthansa,AMS,LHR,19,2157.4,228,1.3,0.079,18,16.7,0
FL04026,EasyJet,AMS,MAD,16,3247.6,87,6.1,0.726,17,24.3,0
FL04027,Lufthansa,AMS,MAD,16,935.4,116,6.1,0.631,19,33.6,1
FL04028,Ryanair,MAD,CDG,14,2711.8,254,2.4,0.746,21,20.5,0
FL04029,EasyJet,CDG,FRA,5,1732.0,339,5.7,0.053,19,4.0,0
FL04030,Lufthansa,CDG,AMS,10,3135.4,144,,0.894,2,23.0,0
FL04031,EasyJet,FRA,LHR,18,366.8,284,9.3,0.996,7,29.5,0
FL04032,Ryanair,FCO,FRA,8,341.7,324,1.9,0.909,21,55.2,1
FL04033,British,FCO,CDG,3,516.2,109,7.8,0.18,22,19.5,0
FL04034,EasyJet,AMS,FRA,4,3158.3,122,8.0,0.662,9,8.2,0
FL04035,EasyJet,CDG,LHR,15,2522.0,192,5.0,0.135,23,1.7,0
FL04036,AirFrance,FCO,LHR,0,2384.5,118,1.7,0.221,3,-0.2,0
FL04037,Ryanair,LHR,FCO,1,490.1,332,8.3,0.378,23,8.2,0
FL04038,British,MAD,CDG,9,774.8,200,5.4,0.851,10,85.7,1
FL04039,EasyJet,FCO,FRA,8,1817.4,99,8.1,,15,37.8,1
FL04040,EasyJet,AMS,FCO,19,826.5,210,2.1,,6,35.4,1
FL04041,British,CDG,FCO,21,1123.1,103,6.9,0.735,25,3.4,0
FL04042,EasyJet,FCO,FRA,17,2315.3,312,5.0,,8,37.7,1
FL04043,Lufthansa,MAD,AMS,23,1324.6,223,9.4,0.833,1,42.6,1
FL04044,British,AMS,LHR,23,2938.8,327,5.9,0.314,7,-28.5,0
FL04045,AirFrance,AMS,CDG,9,1310.6,189,8.9,,20,16.4,0
FL04046,EasyJet,CDG,LHR,0,792.5,319,3.4,0.812,25,30.9,1
FL04047,British,MAD,FRA,22,586.0,297,2.3,0.471,5,45.1,1
FL04048,AirFrance,LHR,MAD,16,824.3,323,2.6,0.225,8,-2.1,0
FL04049,AirFrance,AMS,CDG,23,3237.7,86,7.2,0.881,3,58.6,1
FL04050,British,CDG,MAD,9,2546.7,198,9.8,0.779,16,51.8,1
FL04051,Lufthansa,CDG,LHR,4,1724.7,287,1.0,0.095,22,95.8,1
FL04052,EasyJet,LHR,MAD,4,572.8,157,5.4,0.452,3,-58.2,0
FL04053,AirFrance,MAD,CDG,12,2009.2,349,3.5,0.831,4,31.8,1
FL04054,Ryanair,AMS,FRA,13,2057.6,251,5.2,0.343,11,65.4,1
FL04055,EasyJet,MAD,AMS,17,2165.4,331,8.3,0.83,12,64.8,1
FL04056,EasyJet,CDG,FRA,23,815.5,207,7.7,,9,28.5,0
FL04057,AirFrance,AMS,FRA,22,2368.7,111,8.2,0.351,25,38.1,1
FL04058,EasyJet,FCO,LHR,4,1015.5,237,5.4,0.591,3,29.7,0
FL04059,AirFrance,FRA,FCO,22,1402.6,197,8.0,0.092,5,76.1,1
FL04060,British,FCO,CDG,13,892.6,340,7.5,0.398,22,-24.2,0
FL04061,Lufthansa,CDG,FCO,17,485.6,122,2.9,0.274,19,45.3,1
FL04062,EasyJet,AMS,CDG,22,3488.0,347,6.5,0.966,8,43.2,1
FL04063,Ryanair,MAD,LHR,9,3186.7,213,4.8,0.094,18,-5.7,0
FL04064,AirFrance,AMS,MAD,9,1899.3,146,2.8,0.236,10,31.2,1
FL04065,British,MAD,CDG,19,2601.5,168,4.0,0.169,23,-7.0,0
FL04066,Ryanair,FRA,FCO,4,1508.4,304,2.9,0.925,11,33.0,1
FL04067,British,CDG,FRA,21,2759.4,318,4.6,0.256,4,-38.6,0
FL04068,Ryanair,FRA,AMS,13,1391.4,173,2.2,0.611,17,-12.3,0
FL04069,Ryanair,CDG,AMS,18,869.5,324,5.2,0.688,5,10.5,0
FL04070,Ryanair,FCO,MAD,0,2577.4,247,,,15,-0.2,0
FL04071,Ryanair,FCO,FRA,22,1984.9,102,4.8,0.518,4,20.6,0
FL04072,AirFrance,LHR,AMS,13,448.7,200,6.5,0.637,5,46.6,1
FL04073,Ryanair,FRA,LHR,9,2943.5,140,1.1,0.365,8,24.5,0
FL04074,Ryanair,FRA,AMS,3,2883.7,130,7.9,0.033,4,41.9,1
FL04075,Ryanair,FCO,MAD,7,2118.2,120,8.5,0.652,11,4.8,0
FL04076,AirFrance,FCO,CDG,4,1767.8,117,5.0,0.105,11,7.5,0
FL04077,EasyJet,FCO,AMS,10,922.8,82,1.9,0.271,19,46.1,1
FL04078,British,CDG,FRA,0,2838.7,161,6.7,0.261,4,-0.2,0
FL04079,British,AMS,MAD,10,2078.7,231,,0.245,14,9.9,0
FL04080,EasyJet,FCO,FRA,17,1748.5,146,9.4,0.879,11,48.0,1
FL04081,EasyJet,LHR,AMS,1,3460.2,84,5.9,0.12,17,13.5,0
FL04082,AirFrance,FCO,LHR,0,301.5,179,2.4,0.865,24,15.3,0
FL04083,EasyJet,FCO,LHR,23,2398.1,159,,0.191,15,75.5,1
FL04084,British,CDG,AMS,18,2661.4,165,7.4,0.945,13,66.1,1
FL04085,Lufthansa,CDG,MAD,8,521.1,114,9.9,,1,39.9,1
FL04086,Lufthansa,MAD,LHR,19,2422.1,237,9.4,0.409,11,-12.0,0
